MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition
0,0,0,0,0,0,0,0,11,0,0,0,1,3,3,10,9,1,0,1,1,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,6,0,0,0,1,3,2,63,48,0,0,7,4,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,7,0,0,1,2,3,4,83,3,0,0,2,5,1,1,2,1,0,2,1,2,1,4,2,0,1,0,1,1,0,0,0,3,0
1,0,0,0,0,0,0,0,14,0,0,4,4,5,1,16,2,0,0,6,6,1,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,14,0,0,3,0,3,2,1,1,0,0,6,6,1,1,0,0,0,2,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,3,0,0,2,1,3,71,8,0,0,2,5,1,1,0,1,0,2,0,2,3,0,1,0,1,0,0,0,0,1,0,0,0
0,0,0,1,0,0,2,0,17,0,0,0,0,1,0,13,10,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,11,0,0,0,1,3,2,14,13,0,0,4,5,1,1,0,1,0,2,0,2,1,0,3,1,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,7,3,0,0,1,3,1,98,29,0,0,1,1,1,1,0,2,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,13,0,0,0,1,5,0,26,8,0,0,2,5,1,1,0,1,0,2,1,2,1,0,0,4,3,3,2,1,0,2,0,0,1
0,0,0,1,0,0,0,0,3,0,0,0,1,2,0,86,40,1,0,4,7,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,8,0,0,0,2,0,2,82,8,0,0,2,5,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,3,0,0,0
0,0,0,0,0,0,0,0,9,0,0,0,1,3,3,17,16,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,11,0,0,0,1,3,3,18,42,0,0,1,1,1,1,0,1,0,3,0,0,1,0,0,0,2,0,0,0,0,4,1,0,0
1,0,0,0,0,0,0,0,22,0,0,4,0,1,0,7,7,0,0,3,3,0,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,15,1,0,0,1,3,3,10,9,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,3,1,0,0
0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,28,18,0,0,4,5,1,1,0,1,0,2,0,0,1,0,1,0,2,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,20,0,0,3,0,1,0,99,60,0,0,7,10,1,1,0,1,0,2,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,7,3,0,2,0,3,0,64,49,1,0,2,5,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,2,0
0,0,0,1,0,0,0,0,12,0,0,0,0,2,0,5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,5,0,0,0,1,1,0,51,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2
1,0,0,0,0,0,0,0,7,0,0,0,0,0,7,89,6,2,0,1,1,1,1,4,2,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,2,0,11,0,0,0,1,3,2,28,19,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,1,3,3,23,4,1,0,2,5,3,0,0,1,0,0,0,0,1,1,1,3,1,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,10,0,0,3,1,0,0,11,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2
0,0,0,0,0,0,2,0,11,1,0,0,1,3,0,18,46,0,0,0,0,1,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,2,0,4,0,0,0,1,1,0,33,22,0,0,0,0,1,1,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,69,8,0,0,2,5,1,1,0,2,2,3,1,0,1,0,0,1,1,5,4,0,0,1,0,0,0
0,0,0,0,0,0,0,0,10,0,0,0,1,6,0,51,37,1,0,6,6,0,2,0,1,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,1,2
0,0,0,1,0,0,2,0,6,0,0,0,5,1,2,41,28,0,0,3,3,0,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,3,0,2,1
0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,92,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,45,30,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,69,16,2,0,1,1,1,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0
0,0,1,0,0,0,0,0,7,0,0,1,0,5,3,83,4,0,0,1,1,1,1,0,2,0,2,1,2,1,0,0,4,3,3,2,1,0,0,0,0,0
0,0,0,1,0,0,2,0,11,1,0,0,1,1,2,24,57,0,0,0,0,1,1,0,1,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,2,0,8,1,0,0,2,1,3,81,8,0,0,6,6,1,1,1,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,15,2,4,0,0,6,0,22,17,1,0,6,6,2,2,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,1,2
0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,92,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
3,0,2,0,0,0,0,0,5,0,0,0,1,0,0,11,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,1,3,3,46,4,1,0,2,5,1,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,10,0,0,0,0,4,0,74,17,1,0,0,0,2,2,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,1,2
0,0,0,1,0,0,0,0,15,0,0,0,1,5,3,26,2,0,0,2,5,1,1,0,2,0,0,0,0,1,0,0,4,3,3,2,1,0,0,0,0,0
0,0,0,1,0,0,3,0,2,0,0,0,1,1,6,24,50,1,0,2,13,4,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,16,0,0,0,5,1,0,62,31,0,0,3,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,4,0,8,5,3,0,0,1,1,26,41,0,0,2,5,1,1,0,2,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,1,3,3,32,12,0,0,0,0,1,1,0,4,0,0,0,0,1,4,5,1,1,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,1,8,0,0,0,1,8,6,94,8,0,0,0,0,1,3,2,4,0,3,1,1,3,0,0,4,3,3,2,1,0,0,0,0,0
0,0,0,1,0,0,0,0,17,0,0,0,0,2,0,6,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,0,0,1,0,3,3,48,47,0,0,1,1,1,1,0,1,0,2,0,0,1,0,0,4,3,3,2,1,0,0,0,0,0
0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,45,41,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,11,0,0,0,1,5,0,41,28,1,0,1,1,1,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,4,0,2,0
0,0,0,1,0,0,0,0,9,0,0,0,1,3,0,21,34,1,0,7,4,0,1,0,1,0,2,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,16,0,0,0,1,4,0,13,10,1,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,6,0,0,1,0,0,45,41,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,11,0,0,3,4,0,0,45,30,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,13,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2
0,0,0,1,0,0,2,0,6,0,0,0,2,0,0,62,55,0,0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,8,0,0,0,2,1,3,66,8,0,0,4,5,1,1,0,2,0,0,0,2,1,0,2,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,0,0,0,4,3,3,16,3,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,0,0,1,3,0,0,0,7,1,2,0,1,3,3,32,5,0,0,1,1,1,1,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,20,0,0,3,1,1,2,54,44,0,0,7,4,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1
1,0,0,0,0,0,0,0,7,0,0,0,1,3,2,24,57,1,0,4,7,1,1,0,1,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,10,0,0,0,1,2,0,13,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,1,0,0,1,5,0,87,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,8,0,0,0,3,3,2,91,8,0,0,1,1,1,1,0,2,0,2,0,2,1,0,2,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,11,0,0,0,1,3,0,24,57,0,0,2,5,1,1,0,1,0,2,0,2,1,0,1,0,2,0,0,0,0,4,0,0,0
2,0,0,0,2,0,0,1,13,0,0,0,2,5,2,26,8,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,3,1,0,0,0,0,0,0,2,0
0,0,0,2,3,0,1,0,17,0,0,0,0,0,0,92,18,0,0,3,3,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,21,0,0,3,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,9,0,0,0,1,3,2,24,29,1,0,2,5,0,1,0,1,0,2,0,0,1,4,2,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,4,0,0,0,1,3,0,99,50,0,0,3,3,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,0,0,0,1,3,2,70,45,0,0,5,2,1,1,0,1,0,0,0,0,1,0,2,4,3,3,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,0,0,0,2,1,3,79,8,0,0,2,5,1,1,0,2,0,0,0,0,1,0,2,1,2,0,0,1,0,0,0,0,0
0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,86,4,0,0,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,2,0,23,0,0,0,0,1,4,3,8,0,0,2,5,1,1,0,0,0,2,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,18,0,0,0,0,4,0,11,12,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,10,0,0,0,1,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,2,0,0,1,12,0,0,0,2,2,1,33,37,0,0,2,5,1,0,0,1,0,0,0,0,0,3,2,2,2,2,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,11,0,0,2,4,3,0,56,43,0,0,1,1,1,1,0,1,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,11,0,0,2,1,3,0,10,9,0,0,3,3,0,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,1,1,2,28,19,0,0,5,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,1,3,0,2,0,16,0,0,0,0,0,0,51,37,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0,0,0,1,0,0,0,0,17,0,0,0,5,0,0,4,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,11,0,0,0,5,3,3,63,6,2,0,1,12,0,1,0,1,0,2,0,0,1,0,0,2,1,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,2,3,0,81,8,0,0,1,1,1,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,23,0,0,0,2,0,3,89,8,0,0,2,5,1,1,0,2,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,9,0,0,0,5,3,2,27,24,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1
3,0,2,0,0,0,2,0,5,0,0,3,0,0,0,22,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,7,0,0,0,2,3,0,30,56,0,0,1,1,0,1,0,2,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,1,0,0,3,0,11,0,0,0,1,1,2,14,26,0,0,2,5,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,0,0,0,1,2,0,74,37,1,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,2
0,1,0,0,0,0,0,0,15,0,0,2,4,1,0,59,20,0,0,3,3,0,1,1,1,0,2,0,0,1,0,0,4,3,3,2,0,0,0,0,0,0
1,0,0,0,0,0,0,0,7,3,5,0,6,6,7,100,4,0,0,2,5,1,2,4,2,0,1,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,8,0,0,0,2,5,3,61,5,0,0,8,9,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,16,0,0,0,1,2,0,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,8,6,0,0,1,1,3,79,4,0,0,9,2,1,1,1,2,0,0,0,0,3,0,0,1,2,0,0,1,0,4,0,0,0
0,0,0,1,0,0,0,0,9,0,0,0,4,3,2,44,38,1,0,3,3,1,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,2,0,0,2,19,0,0,0,1,3,1,21,0,4,5,2,5,1,1,0,1,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,2
1,0,0,0,0,0,0,0,8,6,3,0,1,3,2,19,13,0,0,0,0,1,1,0,2,0,2,0,2,1,0,0,1,1,0,0,2,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,10,0,0,0,0,6,0,74,17,0,0,6,6,2,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,4,0,0,0,1,3,1,44,0,0,0,3,3,1,1,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,34,50,1,0,3,3,1,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,0,18,0,0,0,1,2,0,11,10,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,2
1,0,1,0,0,0,0,0,7,0,0,0,0,1,3,48,40,0,0,0,0,1,1,0,1,0,0,1,2,1,0,0,1,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,21,0,0,3,1,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,2
0,0,0,0,1,0,0,0,2,0,0,0,1,3,2,54,44,0,0,7,4,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,24,0,0,4,0,1,2,84,23,0,0,1,1,1,1,1,1,0,2,0,0,1,0,1,0,2,0,0,0,0,3,0,2,0
0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,13,0,0,0,2,1,2,96,8,0,0,2,5,1,1,1,0,0,2,0,0,0,0,2,1,1,0,0,2,0,0,0,0,0
0,0,0,1,0,0,0,0,12,0,0,0,0,2,0,86,36,0,0,3,3,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1
3,0,2,0,0,0,0,0,5,0,0,3,0,0,0,6,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,10,20,0,0,3,3,0,1,0,1,0,2,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0
0,0,0,2,2,0,2,1,0,0,0,0,1,3,0,92,29,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0
0,0,0,0,1,0,0,1,15,0,0,0,0,3,1,47,2,0,0,1,1,1,1,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,1,2,0,0,0,0,2,2,36,30,0,0,4,5,1,1,0,0,0,2,0,0,1,0,2,5,1,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,9,1,0,0,1,5,0,53,39,0,0,0,0,3,1,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,6,0,0,0,5,1,2,90,59,0,0,3,3,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,1,0,0,1,3,0,22,12,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4,3,3,2,0,0,0,0,1,2
1,0,0,0,0,0,0,0,14,0,0,3,4,5,2,41,28,0,0,6,6,1,1,0,1,0,0,0,0,1,0,0,4,3,3,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,1,0,0,4,1,3,37,25,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,1,0,0,0,0,17,0,0,0,0,1,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,0,3,0,2,1,11,3,0,0,3,1,2,30,56,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,0,0,0,1,4,0,22,12,1,0,6,6,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,16,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,15,0,0,0,1,7,6,101,8,0,0,9,8,1,1,0,2,0,2,1,1,1,0,0,4,3,3,2,1,0,0,0,0,0
0,0,0,0,0,0,0,0,6,0,0,0,0,1,3,99,18,0,0,3,3,1,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9,0,0,0,1,3,2,54,44,0,0,7,4,0,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,5,0,0,3,0,1,0,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,41,28,0,0,0,0,1,1,0,1,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,11,0,0,0,1,1,2,12,11,1,0,2,5,0,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,11,0,0,0,1,3,0,14,59,1,0,2,5,1,1,0,1,0,2,0,0,1,1,1,0,0,0,0,0,0,2,1,0,0
0,0,0,0,0,0,0,0,11,0,0,0,5,1,2,32,28,0,0,8,9,0,1,0,1,0,0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0
0,0,0,1,3,0,0,2,11,0,0,0,0,3,0,60,45,0,0,7,4,0,1,0,0,0,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,5
0,0,0,0,0,0,2,0,11,1,0,0,5,1,0,39,27,0,1,7,5,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0
1,0,1,0,0,0,2,0,7,3,0,0,0,3,2,88,47,0,0,0,0,1,1,0,2,0,2,0,2,2,0,0,1,1,1,4,1,0,1,0,0,1
0,0,0,0,0,0,0,0,10,0,0,4,1,2,0,13,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,54,44,1,0,7,4,0,1,1,1,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,5
0,0,0,0,0,0,2,0,11,0,0,0,1,3,3,30,6,0,0,2,5,1,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7,0,0,2,4,1,0,84,23,0,0,7,4,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,3,1,0,0
4,0,2,0,1,0,0,0,23,1,0,1,7,1,3,101,5,1,0,0,0,1,3,0,1,0,0,0,2,3,0,0,4,3,3,2,1,0,0,0,0,1
1,0,0,0,0,0,0,0,8,0,0,0,1,9,6,65,8,0,0,8,9,1,3,2,2,2,3,1,2,3,2,5,4,3,3,2,1,0,0,0,6,0
1,0,0,0,0,0,0,0,7,0,0,1,2,3,4,30,56,0,0,2,5,1,1,0,1,0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,1,0,0,1,3,3,48,8,0,0,1,5,1,1,0,1,0,1,0,2,1,0,0,4,3,3,2,2,0,1,0,0,0
0,0,0,0,0,0,0,0,21,0,0,3,1,2,0,13,10,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,1,2
0,0,0,1,0,0,0,0,10,0,0,3,1,2,0,0,16,1,0,1,1,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,5,2,3,41,5,0,0,7,5,1,0,0,1,0,1,0,0,2,0,1,0,2,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,6,6,0,0,0,3,0,60,45,3,0,5,3,0,1,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0
3,0,0,0,0,0,0,0,5,0,0,0,1,4,0,51,37,0,0,6,6,2,2,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,1,2
0,0,0,1,0,0,2,0,11,0,0,0,1,1,0,63,48,1,0,7,4,1,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,1,3,0,52,8,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,15,0,0,0,1,1,0,31,32,1,0,2,5,2,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,2,0,0,0,1,0,27,24,0,0,1,1,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
